arm,id,source,status,topology_pass,CD,ECD,NC,p95,seconds,delta_CD_vs_initial,delta_ECD_vs_initial,delta_NC_vs_initial,delta_p95_vs_initial,delta_CD_vs_previous_F3,delta_ECD_vs_previous_F3,delta_NC_vs_previous_F3,delta_p95_vs_previous_F3
baseline,point2building_00032_z41aca4f400000f6c,real_zurich,evaluated,True,2.007534193274929,2.527005113112435,0.6413575112346531,0.19603001038591356,0.5939999999827705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_00089_z41ad26d300061d2a,real_zurich,evaluated,True,2.1224056648049743,2.7774181624902154,0.6446654076601767,0.4950434244901378,0.5150000000139698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_00612_z41afb9c5000028d4,real_zurich,evaluated,True,1.7885860269512333,2.6098018889956225,0.5432570160905896,0.32422669264028287,0.5779999999795109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_00828_z41aca4f400001a79,real_zurich,evaluated,True,1.0022882610528128,1.5899801355670293,0.7840154039841699,0.09274734032303603,0.5309999999590218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_01020_z41af1c5900042690,real_zurich,evaluated,True,0.7707906414801918,1.1051363219703716,0.6785077061294484,0.05670187973372796,0.5939999999827705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_01182_z41ac39cc00001edd,real_zurich,evaluated,True,1.0058192009532516,1.3800953495038746,0.7518577863980958,0.09677391193542723,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_01226_z434cc37600000036,real_zurich,evaluated,True,1.7168480864025462,2.488458171204026,0.6747408155410523,0.14367662806805218,0.5160000000032596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_01231_z43d783460000001b,real_zurich,evaluated,True,1.1828082326814906,1.9184931444951892,0.7441873309313948,0.4883933023843498,0.5310000000172295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_01232_z43d783d80000001d,real_zurich,failed,,,,,,1.047000000020489,,,,,,,,
baseline,point2building_01234_z43eaf3bb00000000,real_zurich,evaluated,True,1.0700605182718257,1.7230453317185201,0.7511460524733459,0.17583177175867407,0.5310000000172295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_01244_z45b11be700005ac6,real_zurich,evaluated,True,1.0683289562349636,1.557901079287702,0.5893694003741835,0.23232767761402176,0.5160000000032596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_01496_z41acfcf900040363,real_zurich,evaluated,True,2.2382803476898365,3.2142226987051212,0.6292143212996237,0.4043870943410517,0.5150000000139698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_02062_z45b11b6e00004d35,real_zurich,evaluated,True,1.1738900097715135,1.8762406094158268,0.6906940002460842,0.2099300038051485,0.5320000000065193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_02073_z45b11b6f00004d43,real_zurich,evaluated,True,2.0362015137995724,2.530185323389769,0.5635778337422238,0.2593780959881181,0.5310000000172295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_02308_z45b11b8c000050a2,real_zurich,evaluated,True,1.2375755959374688,1.6473291109544004,0.7161380920604071,0.09917405012522232,0.5939999999827705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_02420_z4631e26b00000002,real_zurich,evaluated,True,0.4160235525278927,0.5011493173451154,0.854275399146216,0.17816244978866538,0.5619999999762513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_02648_z478b924900000293,real_zurich,evaluated,True,0.9768950612541245,1.5502361432590033,0.844135368753546,0.4479718886907218,0.7660000000032596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_02691_z45b11c0900005eba,real_zurich,evaluated,True,1.9279714430693513,3.229352401278184,0.6457549810881485,0.4320879790570471,0.5470000000204891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_02762_z478b924b00000309,real_zurich,evaluated,True,1.3769257314247727,2.1324016668803525,0.7503431638641784,0.44880205290524244,0.5619999999762513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_02842_z478b924d00000360,real_zurich,evaluated,True,0.8589662172681518,1.0446621267652523,0.722598258504541,0.6795225129659641,0.5160000000032596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_02888_z5c37184f8d8a0056,real_zurich,evaluated,True,2.4649750180433037,3.3996222239091334,0.4775343264941785,3.847844898566645,0.5149999999557622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_02926_z478b9252000004a9,real_zurich,evaluated,True,2.3025024207071776,3.013585465275406,0.5799770471860897,2.0265551740195553,0.5630000000237487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_03024_z4b29d97200000000,real_zurich,evaluated,True,0.7011738073179543,1.127978176484349,0.6534970602969763,0.7474205904694963,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_03060_z4cd103de00000004,real_zurich,evaluated,True,0.2053265423681394,0.40817692149636503,0.8550327594775723,0.05741180496851832,0.7660000000032596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_03096_z5061a3c42f350000,real_zurich,evaluated,True,0.5038402005833656,0.5728883805972096,0.8631712906723052,0.07594711085065312,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_03120_z47050adb000005fd,real_zurich,evaluated,True,0.927308488535455,1.2680226952116818,0.8048678850242044,0.281092956263134,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_03177_z57b4146355ea0033,real_zurich,evaluated,True,1.3803521950388102,1.8365668268584456,0.6545620937780532,0.07745433199377066,0.7660000000032596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_03215_z47050ae1000007c1,real_zurich,evaluated,True,3.825000904812979,4.457947007635656,0.5677629812137166,0.17795087066672508,0.48399999999674037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_03331_z4c11dac00000001b,real_zurich,evaluated,True,0.14569154957201952,0.16051151201714695,0.8934172522961727,0.10320383130996273,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_03541_z54fd6d3616b10066,real_zurich,evaluated,True,1.3617846201157309,1.9657210350220595,0.7442596685463501,0.4268838554861102,0.48399999999674037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_03584_z45b11bd100005843,real_zurich,evaluated,True,2.7000996221929476,3.905527636892285,0.56759613648493,0.4475304502943842,0.5160000000032596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_03749_z4756d98a00000752,real_zurich,evaluated,True,0.7123616035332774,0.9030381493959361,0.8392858383177072,0.0642459639404326,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_04146_z54feb0f4c2d60023,real_zurich,evaluated,True,1.335778904263413,2.060262932122271,0.7527529033805789,0.3897058050719207,0.48399999999674037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_04198_z4cf7a30100000000,real_zurich,evaluated,True,0.3545076358570902,0.5067261669938963,0.8741474446231683,0.19660392780463196,0.5160000000032596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_04264_z463f41f7000004a3,real_zurich,evaluated,True,1.771147762204348,2.2703381637935975,0.6456546033736019,0.08960190679263881,0.48399999999674037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_04435_z5aa795dc967900fa,real_zurich,evaluated,True,1.2387179760098381,2.3268080485518174,0.617215591524733,2.717398561072259,0.6089999999967404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_04499_z4961a69d00000000,real_zurich,evaluated,True,2.3571891148347683,3.3191704570164067,0.4400185654289187,0.8416886032256264,0.5459999999729916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,point2building_04700_z5cd2c7b8e3ae0027,real_zurich,evaluated,True,1.0411877323091479,1.6113553788910138,0.7404440957394078,0.8651461945219847,0.6099999999860302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_104575493,synthetic_mini,evaluated,True,1.0370947407017714,2.1649336587184687,0.6539059622022146,1.0517429533886693,0.6089999999967404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_18272204,synthetic_mini,evaluated,True,0.2384543913200474,0.2315014670140783,0.9747721947445961,0.2706885637637884,0.5470000000204891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_21464190,synthetic_mini,failed,,,,,,1.0,,,,,,,,
baseline,polygnn_mini_DEBY_LOD2_42758236,synthetic_mini,evaluated,True,0.35071461119424285,0.6570064403016115,0.954651579599521,0.8726755091985521,0.5779999999795109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_4322128,synthetic_mini,evaluated,True,0.2478053663255702,0.410790680385113,0.9411147987110122,0.28874179391907656,0.5939999999827705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_4374954,synthetic_mini,evaluated,True,0.1788146791315427,0.09668892636670498,0.9760960261459151,0.15257581961319708,0.5939999999827705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_4473468,synthetic_mini,evaluated,True,0.35428537628893253,0.5837151013468241,0.9057428491435326,2.0565176602849964,0.5470000000204891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_4616699,synthetic_mini,evaluated,True,0.2545597537063012,0.2558331532355502,0.9697163469467667,0.34348438692757377,0.5320000000065193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_4620050,synthetic_mini,evaluated,True,0.28047788362206694,0.30279703367069954,0.9706385506024451,0.3381409426573357,0.5309999999590218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_4672969,synthetic_mini,failed,,,,,,0.9369999999762513,,,,,,,,
baseline,polygnn_mini_DEBY_LOD2_4677715,synthetic_mini,evaluated,True,0.311533662639916,0.34054158761927966,0.9470570418044264,0.7522887879142697,0.6570000000065193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_4681422,synthetic_mini,evaluated,True,0.20264235180945048,0.3090385065421708,0.9584721830976533,1.4144050884077102,2.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_4717633,synthetic_mini,evaluated,True,0.3175787360206973,0.3933048358748735,0.9576833241194764,0.4750859642012431,0.5149999999557622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_4731695,synthetic_mini,evaluated,True,0.1868542558461737,0.10813415597511408,0.9739743954862523,0.17633325913919518,0.6089999999967404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_4735908,synthetic_mini,evaluated,True,0.18648813090278163,0.10577470637221334,0.976126990518225,0.15781556284246606,0.7029999999795109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_4768530,synthetic_mini,evaluated,True,0.7193292789504584,1.4520288409421966,0.8306554775540624,2.2152415591799364,0.5780000000377186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_4773826,synthetic_mini,evaluated,True,0.9094945972287873,1.7915187260159384,0.8448961974624662,1.3004670248512653,1.0320000000065193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_4827110,synthetic_mini,evaluated,True,0.18229845713249337,0.07878140148064734,0.9779015412715741,0.0770510926651071,1.062000000034459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_4833066,synthetic_mini,failed,,,,,,1.0310000000172295,,,,,,,,
baseline,polygnn_mini_DEBY_LOD2_4862505,synthetic_mini,evaluated,True,0.4869647412131775,1.1381357290049094,0.8576267250058104,0.28343684118665097,0.5780000000377186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_4869536,synthetic_mini,failed,,,,,,0.9689999999827705,,,,,,,,
baseline,polygnn_mini_DEBY_LOD2_4870013,synthetic_mini,evaluated,True,0.23618005222336855,0.24928038064642555,0.9700700401253947,0.33455478644551206,0.5310000000172295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_4901641,synthetic_mini,evaluated,True,0.49516920726613234,1.021006016206833,0.8951198515898593,1.3761277319695178,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_4914914,synthetic_mini,evaluated,True,0.5499672057975267,1.4384687588282912,0.8120029450078594,2.660379290431598,0.9690000000409782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_4948910,synthetic_mini,evaluated,True,0.34127811973341726,0.4949573223173675,0.9165759769819631,0.16696404520331126,0.7029999999795109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_4967349,synthetic_mini,evaluated,True,0.2483600633348428,0.20127963485992906,0.9634373090125903,0.12277969541738928,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_5004510,synthetic_mini,evaluated,True,0.2029965391809213,0.17092637473495143,0.9664754469966745,0.16771748073762166,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_5055513,synthetic_mini,evaluated,True,0.1660572340795894,0.0973683311622324,0.9792740492325609,0.12401074067135824,0.8589999999967404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_5056245,synthetic_mini,evaluated,True,1.2779320080855774,3.120926299476943,0.6503037692785909,2.2276970850313806,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_5056401,synthetic_mini,evaluated,True,0.5836393935151536,1.568719992881894,0.6447849674332543,1.1934457575082207,20.29699999996228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_5092970,synthetic_mini,evaluated,True,0.18598611234860235,0.30657987385082275,0.9156035527884802,0.12016540924459927,0.8589999999967404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_5100005,synthetic_mini,failed,,,,,,1.0,,,,,,,,
baseline,polygnn_mini_DEBY_LOD2_5137190,synthetic_mini,evaluated,True,0.15232490601666882,0.09918267352877413,0.9712580876849659,0.14651555646453918,0.7029999999795109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_5142315,synthetic_mini,evaluated,True,0.18329347316091932,0.09672409261120896,0.9789787739736524,0.1359679578516184,0.5779999999795109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_5184618,synthetic_mini,evaluated,True,0.6492230922084745,1.7534374905066406,0.7481387356902056,1.7939906369092538,1.0939999999827705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_5184797,synthetic_mini,evaluated,True,0.20489766606079152,0.3247530752337119,0.9310386793353828,0.10396630652855794,1.0929999999934807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_5271709,synthetic_mini,evaluated,True,0.2012694731962814,0.20989122305848168,0.9651372978087736,0.28453352713162566,0.48399999999674037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_5273475,synthetic_mini,failed,,,,,,0.9529999999795109,,,,,,,,
baseline,polygnn_mini_DEBY_LOD2_8573782,synthetic_mini,evaluated,True,0.37702092195853276,1.120337314303549,0.7350636377186732,0.5521355686636888,4.688000000023749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,polygnn_mini_DEBY_LOD2_8573862,synthetic_mini,evaluated,True,1.6997420942688355,3.4256136435430498,0.6022405528280778,3.8156460114005952,1.5939999999827705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F0,point2building_00032_z41aca4f400000f6c,real_zurich,evaluated,True,2.015575156548332,2.5249339304684293,0.6463966608081058,0.19603001207427712,0.5940000000409782,0.00804096327340309,-0.0020711826440056313,0.005039149573452639,1.688363560070627e-09,0.00804096327340309,-0.0020711826440056313,0.005039149573452639,1.688363560070627e-09
F0,point2building_00089_z41ad26d300061d2a,real_zurich,evaluated,True,2.1432903311061056,2.7998999084935,0.649912479278918,0.45419678442462047,0.5160000000032596,0.020884666301131283,0.022481746003284453,0.0052470716187413835,-0.0408466400655173,0.020884666301131283,0.022481746003284453,0.0052470716187413835,-0.0408466400655173
F0,point2building_00612_z41afb9c5000028d4,real_zurich,evaluated,True,1.4565931004075088,2.052471200809949,0.6013275062674983,0.3271987648357447,0.6099999999860302,-0.3319929265437245,-0.5573306881856737,0.058070490176908685,0.002972072195461861,-0.3319929265437245,-0.5573306881856737,0.058070490176908685,0.002972072195461861
F0,point2building_00828_z41aca4f400001a79,real_zurich,evaluated,True,1.0102025502671759,1.5962214560808428,0.790816625253682,0.08524066100068467,0.5470000000204891,0.007914289214363102,0.006241320513813431,0.006801221269512103,-0.007506679322351356,0.007914289214363102,0.006241320513813431,0.006801221269512103,-0.007506679322351356
F0,point2building_01020_z41af1c5900042690,real_zurich,evaluated,True,0.7685519845993081,1.1125772011019657,0.6725445947296944,0.05629895291513806,0.5790000000270084,-0.0022386568808837604,0.00744087913159408,-0.005963111399754029,-0.00040292681858989515,-0.0022386568808837604,0.00744087913159408,-0.005963111399754029,-0.00040292681858989515
F0,point2building_01182_z41ac39cc00001edd,real_zurich,evaluated,True,1.0417155224160228,1.506313746310325,0.7394682795250126,0.09648469615123391,0.5470000000204891,0.03589632146277122,0.12621839680645053,-0.012389506873083156,-0.00028921578419331684,0.03589632146277122,0.12621839680645053,-0.012389506873083156,-0.00028921578419331684
F0,point2building_01226_z434cc37600000036,real_zurich,evaluated,True,1.7370141706789313,2.4966032545703474,0.6835361026939617,0.10450694922902963,0.5310000000172295,0.02016608427638511,0.008145083366321249,0.008795287152909448,-0.039169678839022545,0.02016608427638511,0.008145083366321249,0.008795287152909448,-0.039169678839022545
F0,point2building_01231_z43d783460000001b,real_zurich,evaluated,True,1.192030263854164,2.225774427226042,0.7621255414045713,0.45321829359698396,0.5469999999622814,0.009222031172673395,0.30728128273085287,0.017938210473176563,-0.03517500878736585,0.009222031172673395,0.30728128273085287,0.017938210473176563,-0.03517500878736585
F0,point2building_01232_z43d783d80000001d,real_zurich,failed,,,,,,1.077999999979511,,,,,,,,
F0,point2building_01234_z43eaf3bb00000000,real_zurich,evaluated,True,1.0879422826263063,1.7541115675249745,0.7529425097167356,0.16505310373165105,0.5320000000065193,0.017881764354480634,0.0310662358064544,0.0017964572433897263,-0.010778668027023014,0.017881764354480634,0.0310662358064544,0.0017964572433897263,-0.010778668027023014
F0,point2building_01244_z45b11be700005ac6,real_zurich,evaluated,True,1.0227454485366798,1.4163366873099525,0.6296607956710523,0.2173917126562316,0.5310000000172295,-0.04558350769828379,-0.1415643919777494,0.04029139529686876,-0.014935964957790149,-0.04558350769828379,-0.1415643919777494,0.04029139529686876,-0.014935964957790149
F0,point2building_01496_z41acfcf900040363,real_zurich,evaluated,True,2.2164931235567438,3.1487012198474953,0.6228694711936615,0.25695316729853684,0.5160000000032596,-0.021787224133092753,-0.06552147885762594,-0.0063448501059621965,-0.14743392704251485,-0.021787224133092753,-0.06552147885762594,-0.0063448501059621965,-0.14743392704251485
F0,point2building_02062_z45b11b6e00004d35,real_zurich,evaluated,True,1.1389193964937985,1.5727560771707139,0.7282642428691533,0.20510732044636587,0.5619999999762513,-0.034970613277715,-0.30348453224511296,0.03757024262306907,-0.004822683358782637,-0.034970613277715,-0.30348453224511296,0.03757024262306907,-0.004822683358782637
F0,point2building_02073_z45b11b6f00004d43,real_zurich,evaluated,True,1.9912667867114535,2.303981022644785,0.6047878283080061,0.23031900101758596,0.5310000000172295,-0.04493472708811885,-0.2262043007449841,0.04120999456578234,-0.029059094970532162,-0.04493472708811885,-0.2262043007449841,0.04120999456578234,-0.029059094970532162
F0,point2building_02308_z45b11b8c000050a2,real_zurich,evaluated,True,1.2332565945457101,1.6341668905611277,0.7227942453549117,0.09917405141344966,0.5630000000237487,-0.00431900139175867,-0.013162220393272639,0.00665615329450453,1.2882273442427206e-09,-0.00431900139175867,-0.013162220393272639,0.00665615329450453,1.2882273442427206e-09
F0,point2building_02420_z4631e26b00000002,real_zurich,evaluated,True,0.4357296214697148,0.5671252340984477,0.8780647957069554,0.18003890520705407,0.5470000000204891,0.019706068941822086,0.06597591675333236,0.023789396560739418,0.001876455418388684,0.019706068941822086,0.06597591675333236,0.023789396560739418,0.001876455418388684
F0,point2building_02648_z478b924900000293,real_zurich,evaluated,True,1.0185949465681756,1.7306175553837608,0.8540302558897765,0.4479718882058865,0.5939999999827705,0.04169988531405111,0.18038141212475756,0.009894887136230546,-4.848352830322256e-10,0.04169988531405111,0.18038141212475756,0.009894887136230546,-4.848352830322256e-10
F0,point2building_02691_z45b11c0900005eba,real_zurich,evaluated,True,1.8731058700300718,3.1463912824741698,0.6904850402836845,0.327567563900777,0.5470000000204891,-0.054865573039279525,-0.08296111880401424,0.044730059195535965,-0.10452041515627009,-0.054865573039279525,-0.08296111880401424,0.044730059195535965,-0.10452041515627009
F0,point2building_02762_z478b924b00000309,real_zurich,evaluated,True,1.3726632026607446,2.0648509035884666,0.7532433105706796,0.44615953471972447,0.5779999999795109,-0.004262528764028106,-0.06755076329188592,0.0029001467065011832,-0.0026425181855179725,-0.004262528764028106,-0.06755076329188592,0.0029001467065011832,-0.0026425181855179725
F0,point2building_02842_z478b924d00000360,real_zurich,evaluated,True,0.9224347061516909,1.1919719059238374,0.7231211957153256,0.6795225130393177,0.5309999999590218,0.06346848888353906,0.14730977915858512,0.0005229372107846686,7.335354546000872e-11,0.06346848888353906,0.14730977915858512,0.0005229372107846686,7.335354546000872e-11
F0,point2building_02888_z5c37184f8d8a0056,real_zurich,evaluated,True,2.324051663438063,3.0733651756680307,0.5210960124988989,3.847889289149326,0.5459999999729916,-0.14092335460524064,-0.3262570482411027,0.043561686004720435,4.439058268124185e-05,-0.14092335460524064,-0.3262570482411027,0.043561686004720435,4.439058268124185e-05
F0,point2building_02926_z478b9252000004a9,real_zurich,evaluated,True,2.3733431366226587,3.138762393150956,0.5898892313469948,2.0265551729829485,0.5779999999795109,0.07084071591548113,0.1251769278755499,0.009912184160905113,-1.0366068003975215e-09,0.07084071591548113,0.1251769278755499,0.009912184160905113,-1.0366068003975215e-09
F0,point2building_03024_z4b29d97200000000,real_zurich,evaluated,True,0.6783872294581113,1.0395901972640345,0.6687150234099832,0.7485509600309093,0.5469999999622814,-0.02278657785984306,-0.0883879792203146,0.015217963113006938,0.0011303695614129916,-0.02278657785984306,-0.0883879792203146,0.015217963113006938,0.0011303695614129916
F0,point2building_03060_z4cd103de00000004,real_zurich,evaluated,True,0.19537396162140994,0.3141273632835676,0.8745913864648243,0.05767194701025834,0.5779999999795109,-0.009952580746729472,-0.09404955821279742,0.01955862698725197,0.0002601420417400191,-0.009952580746729472,-0.09404955821279742,0.01955862698725197,0.0002601420417400191
F0,point2building_03096_z5061a3c42f350000,real_zurich,evaluated,True,0.5127039153752795,0.5696321722841822,0.8897858196609161,0.07729208902451361,0.5,0.008863714791913835,-0.00325620831302742,0.02661452898861083,0.0013449781738604921,0.008863714791913835,-0.00325620831302742,0.02661452898861083,0.0013449781738604921
F0,point2building_03120_z47050adb000005fd,real_zurich,evaluated,True,0.9183253116173207,1.2748645391686397,0.8048311469968176,0.2378297516225639,0.5470000000204891,-0.008983176918134328,0.006841843956957971,-3.673802738679566e-05,-0.043263204640570124,-0.008983176918134328,0.006841843956957971,-3.673802738679566e-05,-0.043263204640570124
F0,point2building_03177_z57b4146355ea0033,real_zurich,evaluated,True,1.3806581928796866,1.8324190121260016,0.6536619902250751,0.0757942883681391,0.5939999999827705,0.00030599784087637083,-0.004147814732444077,-0.0009001035529780932,-0.0016600436256315604,0.00030599784087637083,-0.004147814732444077,-0.0009001035529780932,-0.0016600436256315604
F0,point2building_03215_z47050ae1000007c1,real_zurich,evaluated,True,3.8263526063269095,4.476916091501194,0.5732784216495475,0.17618123846670994,0.5310000000172295,0.0013517015139306032,0.01896908386553786,0.005515440435830854,-0.0017696322000151365,0.0013517015139306032,0.01896908386553786,0.005515440435830854,-0.0017696322000151365
F0,point2building_03331_z4c11dac00000001b,real_zurich,evaluated,True,0.14847147167234215,0.16264105879280424,0.9126863049489595,0.10497001298124499,0.5160000000032596,0.0027799221003226293,0.0021295467756572983,0.019269052652786778,0.0017661816712822576,0.0027799221003226293,0.0021295467756572983,0.019269052652786778,0.0017661816712822576
F0,point2building_03541_z54fd6d3616b10066,real_zurich,evaluated,True,1.3684545595145554,1.8997714982307081,0.7477395811201665,0.4095578242241867,0.5320000000065193,0.0066699393988245426,-0.0659495367913514,0.0034799125738164127,-0.017326031261923502,0.0066699393988245426,-0.0659495367913514,0.0034799125738164127,-0.017326031261923502
F0,point2building_03584_z45b11bd100005843,real_zurich,evaluated,True,2.5219195712905496,3.3833172863954077,0.623653344733454,0.37694862406542906,0.5160000000032596,-0.17818005090239808,-0.5222103504968771,0.056057208248524004,-0.07058182622895515,-0.17818005090239808,-0.5222103504968771,0.056057208248524004,-0.07058182622895515
F0,point2building_03749_z4756d98a00000752,real_zurich,evaluated,True,0.7161457286548518,0.8692773860411389,0.8463147587722561,0.06109822731042341,0.7029999999795109,0.0037841251215744443,-0.03376076335479716,0.007028920454548948,-0.003147736630009189,0.0037841251215744443,-0.03376076335479716,0.007028920454548948,-0.003147736630009189
F0,point2building_04146_z54feb0f4c2d60023,real_zurich,evaluated,True,1.305557643365278,2.032099611653173,0.7568290912878948,0.38970580701654345,0.5470000000204891,-0.030221260898134927,-0.028163320469098085,0.004076187907315898,1.9446227406128003e-09,-0.030221260898134927,-0.028163320469098085,0.004076187907315898,1.9446227406128003e-09
F0,point2building_04198_z4cf7a30100000000,real_zurich,evaluated,True,0.3527183096630828,0.4237649893775624,0.9009495803832963,0.185889675182948,0.5,-0.0017893261940074012,-0.08296117761633387,0.02680213576012802,-0.010714252621683962,-0.0017893261940074012,-0.08296117761633387,0.02680213576012802,-0.010714252621683962
F0,point2building_04264_z463f41f7000004a3,real_zurich,evaluated,True,1.7615368519894652,2.2321046148607677,0.6600385019939528,0.09033766109692358,0.5320000000065193,-0.009610910214882917,-0.03823354893282982,0.014383898620350832,0.0007357543042847692,-0.009610910214882917,-0.03823354893282982,0.014383898620350832,0.0007357543042847692
